datetime,Latitude,Longitude,Depth,Magnitude
2012-06-24 03:15:01,57.601,163.195,10.0,6.0
2012-06-24 07:59:35,27.767,100.781,10.0,5.5
2012-06-27 06:31:00,13.834,-89.967,132.6,5.7
2012-06-27 20:39:16,-15.222,-173.268,10.0,5.5
2012-06-29 15:31:47,-24.747,-9.663,10.0,5.8
2012-06-29 21:07:34,43.433,84.7,18.0,6.3
2012-06-30 16:24:37,-22.088,170.992,92.1,5.5
2012-07-01 04:13:52,25.592,94.696,58.0,5.6
2012-07-02 23:31:38,-14.423,-75.598,39.7,5.7
2012-07-03 03:49:33,-10.82,163.331,92.0,5.5
2012-07-03 10:36:16,-40.023,173.756,229.8,6.3
2012-07-06 02:28:22,-14.657,167.34,160.1,6.3
2012-07-07 03:35:29,-4.651,153.296,35.0,5.7
2012-07-08 11:33:03,45.497,151.288,20.0,6.0
2012-07-09 13:55:01,35.604,28.919,55.8,5.6
2012-07-09 19:25:07,29.381,130.099,39.2,5.6
2012-07-11 02:31:17,45.401,151.424,10.0,5.7
2012-07-11 11:12:40,-26.051,-177.362,89.5,5.7
2012-07-12 12:51:59,45.452,151.665,12.0,5.8
2012-07-12 14:00:34,36.527,70.906,198.0,5.7
2012-07-12 15:40:13,-2.885,129.321,10.4,5.5
2012-07-16 03:08:32,55.777,161.234,85.9,5.5
2012-07-16 16:33:10,-1.296,137.053,13.1,5.6
2012-07-18 04:25:26,-55.661,-128.893,10.0,5.9
2012-07-18 08:09:46,-20.872,-178.508,536.9,5.9
2012-07-19 07:36:35,37.248,71.375,98.4,5.6
2012-07-20 06:10:25,49.407,155.907,19.0,6.0
2012-07-20 06:32:56,49.354,156.132,10.0,5.8
2012-07-20 14:03:14,-21.222,-179.287,625.3,5.6
2012-07-21 04:54:06,-37.713,-179.968,11.8,5.6
2012-07-21 06:11:58,-19.19,173.789,10.0,5.9
2012-07-22 07:02:14,-4.872,149.532,20.3,5.6
2012-07-25 00:27:45,2.707,96.045,22.0,6.4
2012-07-25 11:20:27,-9.694,159.727,20.0,6.4
2012-07-26 05:33:33,-17.592,66.391,20.0,6.7
2012-07-26 10:20:05,-21.015,-174.491,10.0,5.5
2012-07-26 10:48:22,-21.103,169.509,32.8,5.6
2012-07-28 20:03:57,-4.651,153.173,41.0,6.5
2012-07-29 02:21:13,22.935,94.299,75.3,5.7
2012-07-29 09:20:55,47.379,139.073,502.3,5.6
2012-07-29 12:22:12,14.191,-92.294,18.0,5.9
2012-08-02 07:37:45,-6.944,131.121,65.0,5.5
2012-08-02 09:38:31,-8.414,-74.259,144.6,6.1
2012-08-02 09:56:42,-4.654,153.275,46.0,6.1
2012-08-03 07:22:31,-16.919,-176.916,20.0,5.5
2012-08-05 13:55:10,-21.15,-178.358,484.3,5.8
2012-08-08 10:57:44,-16.02,178.062,13.0,5.9
2012-08-09 02:34:41,19.946,-109.332,10.0,5.6
2012-08-10 18:37:43,52.633,-167.421,13.0,6.2
2012-08-11 12:23:18,38.329,46.826,11.0,6.4
2012-08-11 12:34:36,38.389,46.745,12.0,6.2
2012-08-12 10:47:06,35.661,82.518,13.0,6.2
2012-08-12 18:31:25,-63.004,-157.718,10.0,5.5
2012-08-14 02:59:38,49.8,145.064,583.2,7.7
2012-08-15 23:45:52,13.148,-89.215,56.0,5.5
2012-08-16 12:08:21,7.335,-36.768,10.0,5.6
2012-08-16 13:24:44,-36.429,-98.905,10.0,5.8
2012-08-17 21:27:54,8.348,-103.003,10.0,5.5
2012-08-18 09:41:52,-1.315,120.096,10.0,6.3
2012-08-18 10:23:32,-13.504,172.379,31.4,5.7
2012-08-18 15:31:40,2.645,128.697,10.0,5.8
2012-08-18 17:45:02,-15.598,-173.042,15.0,5.7
2012-08-19 08:07:36,47.789,-128.619,10.0,5.6
2012-08-19 22:41:50,-4.766,144.57,73.0,6.2
2012-08-21 17:39:38,-0.172,92.056,15.1,5.6
2012-08-24 04:43:48,-27.311,-176.807,16.0,5.7
2012-08-24 07:03:11,-63.581,171.324,10.0,5.5
2012-08-24 10:01:54,-33.435,-179.533,38.0,5.6
2012-08-25 14:16:17,42.419,142.913,54.5,5.9
2012-08-26 11:22:22,-65.478,-179.778,10.0,5.6
2012-08-26 15:05:37,2.19,126.837,91.1,6.6
2012-08-27 04:37:19,12.139,-88.59,28.0,7.3
2012-08-27 05:38:04,12.297,-88.612,35.0,5.5
2012-08-28 06:08:16,12.458,-88.654,35.0,5.5
2012-08-29 19:05:11,38.425,141.814,47.4,5.5
2012-08-30 12:18:43,-50.143,114.08,10.0,5.6
2012-08-30 13:43:25,71.441,-10.605,14.0,6.8
2012-08-31 12:47:33,10.811,126.638,28.0,7.6
2012-08-31 23:37:58,10.388,126.719,40.3,5.6
2012-09-01 18:01:48,16.229,-92.773,256.7,5.5
2012-09-03 06:49:50,6.61,123.875,12.0,5.8
2012-09-03 18:23:05,-10.708,113.931,14.0,6.1
2012-09-03 19:44:22,7.905,125.044,10.0,5.7
2012-09-05 13:09:10,-12.476,166.513,27.0,6.0
2012-09-05 14:42:08,10.085,-85.315,35.0,7.6
2012-09-06 06:46:34,-3.661,140.252,41.6,5.6
2012-09-06 23:33:06,-4.6,-105.891,10.0,5.7
2012-09-07 03:19:43,27.575,103.983,10.0,5.5
2012-09-08 06:54:19,21.527,145.923,5.0,5.7
2012-09-08 10:51:44,-3.177,135.109,21.0,6.1
2012-09-08 20:29:31,10.082,-85.323,35.0,5.7
2012-09-09 05:39:37,49.247,155.75,31.0,5.9
2012-09-09 19:23:51,52.78,175.01,115.8,5.5
2012-09-11 01:28:19,45.335,151.111,14.0,5.6
2012-09-11 16:36:50,11.838,143.218,8.0,5.9
2012-09-12 03:27:46,34.783,24.11,32.4,5.5
2012-09-13 01:54:53,-18.627,175.845,10.0,5.5
2012-09-14 04:51:47,-3.319,100.594,19.0,6.2
2012-09-14 07:18:38,-39.676,-16.01,10.0,5.5
2012-09-15 16:32:22,-10.732,113.865,10.0,5.7
2012-09-17 20:07:54,-5.687,150.119,85.0,5.5
2012-09-20 21:03:42,-20.757,-178.513,570.4,5.7
2012-09-22 06:58:26,-20.896,-174.194,11.0,5.5
2012-09-24 10:31:23,-21.212,-174.292,10.0,5.5
2012-09-25 03:06:54,-15.517,-173.901,121.7,5.6
2012-09-25 23:45:25,24.666,-110.173,10.0,6.3
2012-09-26 23:39:55,51.592,-178.295,16.0,6.4
2012-09-27 23:53:49,-8.838,157.456,10.0,5.8
2012-09-29 07:11:13,16.304,-98.393,12.0,5.5
2012-09-30 16:31:36,1.929,-76.362,170.0,7.3
2012-10-01 22:21:46,39.808,143.099,15.0,6.1
2012-10-02 19:41:29,-64.969,177.83,18.3,5.5
2012-10-03 13:32:35,-0.429,97.672,9.0,5.7
2012-10-05 00:19:57,17.479,-46.457,10.0,5.7
2012-10-05 18:22:57,13.028,-91.504,41.4,5.5
2012-10-05 20:02:11,23.582,-108.512,10.0,5.5
2012-10-07 03:14:24,18.543,120.939,40.4,5.6
2012-10-08 01:50:26,-21.725,-68.165,122.0,5.7
2012-10-08 06:26:23,25.127,-109.574,14.0,5.9
2012-10-08 11:43:31,-4.472,129.129,10.0,6.1
2012-10-09 07:49:52,-2.72,139.224,20.0,5.6
2012-10-09 12:32:10,-60.326,153.699,10.0,6.6
2012-10-11 17:22:10,-32.865,-70.31,81.8,5.5
2012-10-12 00:31:28,-4.892,134.03,13.0,6.6
2012-10-14 04:58:05,-7.145,156.048,37.0,5.8
2012-10-14 09:41:59,48.308,154.428,35.0,5.7
2012-10-14 10:13:39,41.825,46.405,10.0,5.5
2012-10-14 10:41:23,14.684,-92.289,68.8,5.5
2012-10-15 01:19:03,51.9,159.379,21.0,5.6
2012-10-15 17:52:21,14.062,-91.01,82.3,5.5
2012-10-16 12:41:26,49.618,156.438,81.0,5.6
2012-10-16 23:42:56,-38.639,176.167,110.5,5.6
2012-10-17 04:42:30,4.232,124.52,326.0,6.0
2012-10-18 01:27:16,-54.217,144.006,7.5,5.9
2012-10-19 10:13:55,-9.289,67.057,10.0,5.6
2012-10-19 15:34:10,-30.809,-176.8,35.0,5.5
2012-10-20 23:00:32,-13.552,166.564,36.0,6.2
2012-10-21 01:25:23,66.309,-18.666,10.0,5.5
2012-10-23 08:53:38,29.057,139.251,436.0,5.9
2012-10-23 09:33:20,-57.512,148.206,10.0,5.6
2012-10-23 09:39:31,-22.312,171.691,123.1,5.8
2012-10-24 00:45:33,10.086,-85.298,17.0,6.5
2012-10-25 10:32:28,38.306,141.699,55.7,5.6
2012-10-28 03:04:09,52.788,-132.101,14.0,7.8
2012-10-28 03:52:20,52.576,-131.962,10.0,5.5
2012-10-28 18:54:21,52.674,-132.602,9.0,6.3
2012-10-28 19:09:54,52.294,-132.082,10.0,5.6
2012-10-29 06:28:33,-8.185,123.465,10.0,5.5
2012-10-29 15:29:50,-0.142,125.185,35.0,5.7
2012-10-30 02:49:02,52.365,-131.902,9.0,6.2
2012-11-01 14:12:02,-6.762,107.529,142.1,5.7
2012-11-02 01:52:03,55.887,162.799,9.1,5.5
2012-11-02 18:17:33,9.219,126.161,37.0,6.1
2012-11-03 12:58:12,7.048,-34.073,10.0,5.6
2012-11-05 04:30:27,37.791,143.61,19.1,5.6
2012-11-06 01:36:22,1.374,122.2,25.0,5.7
2012-11-06 01:42:26,1.357,122.167,35.0,5.6
2012-11-06 06:17:28,9.963,57.203,10.0,5.6
2012-11-06 11:09:32,-35.465,-104.8,10.0,5.5
2012-11-07 16:35:47,13.988,-91.895,24.0,7.4
2012-11-07 22:42:48,13.849,-92.156,35.0,5.7
2012-11-07 23:42:19,-8.652,148.034,118.4,5.6
2012-11-08 02:01:51,49.231,-128.477,13.7,6.1
2012-11-10 14:57:51,-8.866,-75.071,129.0,6.0
2012-11-11 01:12:39,23.005,95.885,13.7,6.8
2012-11-11 10:54:41,22.72,95.832,6.0,5.8
2012-11-11 18:19:45,23.132,95.866,28.4,5.5
2012-11-11 22:14:59,14.129,-92.164,20.0,6.5
2012-11-12 20:42:15,57.792,-142.855,9.0,6.3
2012-11-13 04:31:27,-45.761,-77.053,9.0,6.1
2012-11-13 23:23:48,-21.043,-175.934,24.4,5.6
2012-11-14 05:21:42,9.982,122.472,40.9,5.7
2012-11-14 19:02:06,-29.118,-71.19,63.0,6.1
2012-11-14 23:41:56,-5.86,151.341,35.0,5.6
2012-11-15 08:21:48,-3.109,148.27,10.0,5.9
2012-11-15 09:20:22,18.346,-100.382,53.0,6.1
2012-11-15 11:22:22,52.496,173.351,28.1,5.5
2012-11-16 06:24:42,-53.955,-134.758,10.0,5.6
2012-11-16 18:12:40,49.28,155.425,29.0,6.5
2012-11-17 02:51:23,-14.99,167.46,123.2,5.6
2012-11-17 05:12:57,-18.381,-172.32,10.0,5.9
2012-11-19 09:44:34,-5.705,151.602,13.0,6.0
2012-11-21 21:36:23,-33.939,-71.868,18.0,5.9
2012-11-22 13:07:10,-22.742,-63.571,516.6,5.9
2012-11-27 02:59:07,-2.952,129.219,11.2,5.7
2012-11-28 03:09:49,-4.522,-76.101,118.3,5.6
2012-11-28 08:56:16,-5.398,131.134,50.3,5.6
2012-11-29 07:09:12,-6.588,-81.07,10.0,5.5
2012-11-29 11:10:22,-3.423,145.562,10.0,5.9
2012-11-29 19:32:32,13.757,-92.113,10.0,5.5
2012-11-30 11:20:38,-18.824,-175.595,200.2,5.7
2012-12-02 00:54:23,-16.975,167.645,32.0,6.1
2012-12-03 09:27:37,-54.672,-136.244,10.0,5.6
2012-12-04 01:42:48,61.237,-150.76,62.2,5.8
2012-12-05 17:08:14,33.506,59.571,14.4,5.8
2012-12-06 00:43:24,10.974,126.638,30.6,5.5
2012-12-07 08:18:23,37.89,143.949,31.0,7.3
2012-12-07 08:31:15,37.914,143.764,32.0,6.2
2012-12-07 08:48:13,37.828,143.607,20.2,5.5
2012-12-07 18:19:06,-38.428,176.067,163.0,6.3
2012-12-07 19:50:23,-7.661,146.954,139.8,5.7
2012-12-08 16:35:17,-7.211,143.973,10.0,5.6
2012-12-09 21:45:35,6.703,126.166,63.2,5.6
2012-12-10 16:53:09,-6.533,129.825,155.0,7.1
2012-12-11 06:18:27,0.533,126.231,30.0,6.0
2012-12-13 23:03:39,80.804,121.383,10.0,5.5
2012-12-14 10:36:02,31.095,-119.66,13.0,6.3
2012-12-14 16:52:38,-15.307,-178.186,10.0,5.8
2012-12-15 04:49:30,52.291,174.011,26.0,6.0
2012-12-15 19:30:02,-4.632,153.016,52.0,6.1
2012-12-17 00:28:59,49.785,155.837,68.0,5.6
2012-12-17 09:16:31,-0.649,123.807,44.2,6.1
2012-12-17 17:41:32,-4.178,-104.495,10.0,5.9
2012-12-17 17:46:47,-4.028,-104.177,10.0,5.7
2012-12-21 22:28:09,-14.344,167.286,200.7,6.7
2012-12-22 16:41:46,22.443,94.782,134.4,5.5
2012-12-23 13:31:41,42.42,41.075,15.2,5.7
2012-12-26 23:01:57,-56.186,-144.483,10.0,5.5
2012-12-27 00:37:09,-35.783,-73.255,14.2,5.9
2012-12-28 17:32:18,-0.145,122.918,112.1,5.5
2012-12-29 07:59:41,-3.563,148.899,4.0,5.7
2012-12-29 17:50:53,35.711,70.599,117.4,5.5
2013-01-03 00:02:17,-1.564,127.386,26.3,5.6
2013-01-05 08:58:19,55.393,-134.652,10.0,7.5
2013-01-08 14:16:09,39.656,25.54,12.8,5.7
2013-01-08 21:26:56,-34.601,179.18,10.0,5.7
2013-01-09 01:41:53,25.329,95.048,93.0,5.8
2013-01-09 21:46:03,-57.05,-141.465,10.0,5.6
2013-01-10 13:47:04,4.72,95.095,38.0,5.7
2013-01-13 16:28:26,25.891,-110.103,10.0,5.7
2013-01-14 14:55:52,55.163,-134.548,4.0,5.5
2013-01-15 16:09:37,-62.571,-161.432,10.0,6.1
2013-01-20 10:48:48,64.84,146.503,12.0,5.5
2013-01-20 23:32:22,53.873,-35.127,10.0,5.5
2013-01-21 19:48:59,30.33,57.467,10.0,5.5
2013-01-21 22:22:53,4.927,95.907,12.0,6.1
2013-01-27 09:59:29,-16.117,-173.235,19.0,5.7
2013-01-28 16:38:54,42.605,79.708,15.0,6.1
2013-01-30 20:15:43,-28.094,-70.653,45.0,6.8
2013-01-30 23:03:44,-10.634,166.372,10.0,6.1
2013-01-31 03:33:44,-10.64,166.367,9.0,6.1
2013-01-31 03:57:56,-10.682,166.381,10.0,5.8
2013-01-31 04:31:30,-10.884,165.438,10.0,5.5
2013-01-31 05:18:09,-10.59,166.361,10.0,5.5
2013-01-31 09:53:40,55.435,-135.018,13.4,5.9
2013-02-01 02:17:28,-6.957,147.676,44.1,5.8
2013-02-01 05:36:42,-11.104,165.532,15.0,6.0
2013-02-01 22:16:34,-10.896,165.379,10.0,6.3
2013-02-01 22:18:33,-11.12,165.378,10.0,6.4
2013-02-02 04:16:17,-10.956,165.357,22.2,5.8
2013-02-02 14:17:35,42.77,143.092,107.0,6.9
2013-02-02 18:31:37,29.336,141.992,40.8,5.5
2013-02-02 18:58:06,-10.887,165.284,6.0,6.0
2013-02-05 19:09:34,-62.31,155.046,10.0,5.5
2013-02-06 00:07:22,-10.864,165.248,11.0,6.0
2013-02-06 01:12:26,-10.799,165.114,24.0,8.0
2013-02-06 01:16:39,-11.076,164.771,10.0,5.9
2013-02-06 01:22:12,-11.338,165.898,12.6,5.6
2013-02-06 01:23:20,-11.183,164.882,10.0,7.1
2013-02-06 01:29:14,-10.765,164.629,10.0,5.5
2013-02-06 01:31:50,-11.293,165.588,23.1,5.5
2013-02-06 01:33:37,-10.975,165.209,10.0,5.6
2013-02-06 01:36:07,-11.809,165.301,10.0,5.5
2013-02-06 01:48:42,-11.635,166.015,10.0,5.5
2013-02-06 01:54:15,-10.499,165.588,8.8,7.0
2013-02-06 01:57:26,-11.483,165.51,10.0,5.6
2013-02-06 01:59:34,-11.112,165.385,10.0,5.5
2013-02-06 02:30:44,-10.802,165.095,10.0,5.6
2013-02-06 02:58:20,-10.649,165.058,10.0,5.5
2013-02-06 03:01:01,-11.05,165.08,12.5,5.6
2013-02-06 03:49:45,-10.898,165.504,10.0,5.5
2013-02-06 06:35:19,-10.791,164.551,10.0,6.1
2013-02-06 06:53:20,-10.644,164.953,10.5,5.9
2013-02-06 10:20:34,-10.853,165.268,10.0,5.9
2013-02-06 10:33:17,-10.642,164.765,10.0,6.0
2013-02-06 11:03:46,-10.717,165.182,10.0,5.8
2013-02-06 11:53:55,-11.243,165.728,14.0,6.0
2013-02-06 12:44:30,-11.587,165.533,10.0,5.9
2013-02-06 13:50:33,-10.639,166.462,10.0,5.6
2013-02-06 13:54:54,-10.808,166.526,13.7,5.8
2013-02-06 22:20:20,-11.099,165.632,24.5,5.6
2013-02-07 00:30:11,-11.658,164.94,8.0,6.0
2013-02-07 07:19:51,-15.805,-172.967,18.0,5.8
2013-02-07 08:03:41,-11.03,164.778,11.0,5.8
2013-02-07 18:59:16,-10.997,165.655,11.0,6.7
2013-02-07 19:48:18,-10.85,165.794,10.0,5.8
2013-02-08 04:26:16,-11.007,165.79,14.0,5.5
2013-02-08 09:09:01,-10.914,164.744,6.0,5.5
2013-02-08 11:12:12,-10.838,165.969,12.0,6.8
2013-02-08 15:00:12,-10.927,165.891,10.0,5.8
2013-02-08 15:26:38,-10.928,166.018,21.0,7.1
2013-02-08 17:59:54,-6.315,154.737,93.0,5.7
2013-02-08 18:07:47,-10.869,166.631,10.0,5.7
2013-02-08 23:16:27,-11.024,166.76,10.0,5.5
2013-02-09 05:32:08,-10.886,165.966,9.0,5.5
2013-02-09 14:16:08,1.135,-77.393,145.0,6.9
2013-02-09 21:02:23,-10.994,165.741,18.0,6.6
2013-02-09 23:09:42,-10.921,165.91,10.0,5.5
2013-02-10 01:30:47,-11.012,166.788,10.0,5.6
2013-02-10 09:37:12,-18.608,-174.713,122.0,5.6
2013-02-10 18:39:32,-10.94,165.461,11.0,6.0
2013-02-11 09:40:20,-11.046,166.8,10.0,5.7
2013-02-11 20:09:54,-11.004,165.569,10.0,5.7
2013-02-12 23:32:35,-10.898,164.255,9.2,5.5
2013-02-13 05:21:19,-2.975,130.205,35.0,5.6
2013-02-14 13:13:53,67.631,142.508,11.0,6.6
2013-02-15 03:02:23,-19.731,-174.465,74.0,5.7
2013-02-16 04:37:36,5.812,125.748,105.0,6.1
2013-02-16 05:16:17,-36.514,177.933,207.1,5.8
2013-02-17 19:18:52,-10.841,165.673,10.0,5.5
2013-02-17 19:23:45,-10.808,165.555,10.0,5.7
2013-02-18 03:40:49,5.541,-32.96,10.0,5.5
2013-02-18 12:19:18,-30.774,-178.123,35.0,5.9
2013-02-18 16:32:47,-30.744,-178.148,50.0,5.5
2013-02-19 22:29:02,-17.46,-173.451,47.0,5.7
2013-02-20 00:09:18,-10.781,166.902,6.0,5.6
2013-02-20 21:23:09,18.552,-103.714,18.0,5.6
2013-02-22 12:01:58,-27.932,-63.097,575.2,6.1
2013-02-23 08:59:09,-10.66,165.304,12.0,5.9
2013-02-23 11:09:19,-8.467,127.467,20.0,5.9
2013-02-23 14:31:04,-11.689,165.023,10.0,5.6
2013-02-24 20:54:04,-32.339,-178.051,10.0,5.5
2013-02-25 07:23:56,36.844,139.245,10.0,5.8
2013-02-26 19:57:56,-21.503,-179.388,624.7,5.7
2013-02-28 03:09:45,-17.721,167.338,18.0,5.9
2013-02-28 14:05:50,50.954,157.283,41.0,6.9
2013-02-28 18:07:48,-10.892,165.921,39.0,5.8
2013-03-01 12:53:51,50.895,157.453,33.0,6.4
2013-03-01 13:20:50,50.958,157.408,29.0,6.5
2013-03-03 03:25:21,-7.189,145.901,190.4,5.6
2013-03-05 06:06:34,-5.214,152.559,22.0,5.8
2013-03-06 09:15:59,-22.396,171.055,12.0,5.5
2013-03-07 03:36:46,24.31,121.49,15.2,5.5
2013-03-07 20:55:53,-18.97,169.377,236.5,5.5
2013-03-09 14:56:29,50.892,157.218,39.0,5.8
2013-03-10 10:18:15,12.811,-90.64,8.0,5.5
2013-03-10 16:49:20,-5.299,151.519,60.0,5.7
2013-03-10 22:51:51,-6.598,148.174,28.0,6.5
2013-03-11 01:43:24,-6.662,148.455,14.2,5.5
2013-03-11 17:12:14,-11.531,165.186,10.0,5.5
2013-03-13 03:07:04,-8.798,-131.921,10.0,5.5
2013-03-13 03:12:52,60.233,163.4,5.0,5.8
2013-03-15 23:37:31,0.863,-85.229,21.8,5.5
2013-03-19 03:28:59,-58.892,-24.331,20.0,5.9
2013-03-22 22:40:54,-28.044,-176.568,11.7,5.5
2013-03-24 04:18:34,50.731,160.159,8.0,5.9
2013-03-24 08:13:45,-20.757,173.37,10.0,6.1
2013-03-25 23:02:13,14.487,-90.463,189.0,6.2
2013-03-26 13:04:48,16.184,-98.152,10.0,5.5
2013-03-26 17:23:58,-9.353,120.278,68.7,5.5
2013-03-27 02:03:20,23.828,121.215,19.0,5.9
2013-03-28 03:34:25,-23.538,-175.427,10.0,5.5
2013-03-28 04:25:40,-28.069,-176.665,15.0,5.6
2013-03-30 01:50:40,10.032,126.247,10.0,5.5
2013-03-31 17:08:08,-65.552,-177.804,10.0,5.6
2013-04-01 18:53:17,39.526,143.167,14.0,6.0
2013-04-02 02:08:48,39.506,143.155,16.8,5.5
2013-04-02 14:34:55,-40.445,45.382,9.0,5.9
2013-04-05 13:00:02,42.736,131.003,563.3,6.3
2013-04-05 22:31:45,-55.8,-124.27,24.3,5.5
2013-04-06 00:29:55,42.726,130.976,562.8,5.8
2013-04-06 04:42:36,-3.517,138.476,66.0,7.0
2013-04-06 10:29:20,-55.633,-123.207,9.9,5.5
2013-04-09 11:52:50,28.428,51.593,12.0,6.4
2013-04-10 20:20:27,20.722,122.064,11.5,5.8
2013-04-11 03:47:03,19.258,95.623,9.9,5.5
2013-04-11 15:28:29,-17.34,175.059,21.4,5.7
2013-04-12 20:33:18,34.369,134.828,14.0,5.8
2013-04-13 22:49:51,-19.141,169.535,280.2,6.0
2013-04-14 01:32:23,-6.475,154.607,31.0,6.6
2013-04-16 10:00:23,-6.589,154.434,7.0,5.7
2013-04-16 10:44:20,28.033,61.996,80.0,7.7
2013-04-16 22:55:27,-3.214,142.542,13.0,6.6
2013-04-17 03:15:52,28.114,62.354,56.2,5.6
2013-04-17 05:05:03,-2.768,138.75,50.4,5.5
2013-04-17 08:57:34,33.958,139.352,8.8,5.6
2013-04-17 12:03:32,38.475,141.63,50.5,5.9
2013-04-18 14:08:35,24.924,123.356,10.0,5.5
2013-04-18 21:26:36,-34.343,-109.213,10.0,5.5
2013-04-19 03:05:53,46.221,150.788,110.0,7.2
2013-04-19 17:51:41,-11.976,121.632,15.2,5.8
2013-04-19 19:58:40,49.965,157.652,15.0,6.1
2013-04-20 00:02:48,30.308,102.888,14.0,6.6
2013-04-20 03:42:02,-5.002,152.111,65.3,5.7
2013-04-20 04:51:12,-6.292,130.218,108.1,5.9
2013-04-20 05:11:58,-54.78,1.173,11.0,5.8
2013-04-20 13:12:51,50.099,157.148,18.0,6.1
2013-04-21 03:22:16,29.933,138.887,421.9,6.1
2013-04-21 13:48:29,51.663,-178.239,44.0,5.6
2013-04-22 01:16:33,18.081,-102.182,30.0,6.0
2013-04-22 04:36:37,51.098,179.392,18.0,5.5
2013-04-23 23:14:41,-3.898,152.127,10.0,6.5
2013-04-24 09:25:30,34.526,70.22,63.8,5.5
2013-04-26 06:53:29,-28.681,-178.916,351.0,6.1
2013-04-29 13:01:45,35.702,140.979,35.0,5.6
2013-04-30 06:25:23,37.592,-24.913,10.0,5.9
2013-05-01 06:57:13,33.061,75.863,15.0,5.7
2013-05-04 23:39:05,-54.58,-136.737,10.0,5.5
2013-05-06 07:33:04,-21.375,-176.295,9.9,5.5
2013-05-07 10:10:49,-19.622,175.051,11.0,6.0
2013-05-10 19:56:04,-28.983,-13.229,3.9,5.7
2013-05-11 02:08:09,26.56,57.77,15.0,6.1
2013-05-11 03:09:47,26.548,57.926,8.9,5.5
2013-05-11 20:46:58,-17.965,-175.107,212.9,6.4
2013-05-12 00:07:00,26.404,57.522,17.6,5.5
2013-05-12 07:29:59,13.476,-91.376,11.0,5.8
2013-05-12 10:54:49,26.716,57.765,14.0,5.5
2013-05-12 23:05:28,21.941,143.744,166.9,5.5
2013-05-14 00:32:26,18.728,145.288,602.2,6.8
2013-05-14 19:18:17,0.765,92.399,17.0,5.6
2013-05-14 23:39:15,-15.69,-73.33,105.0,5.5
2013-05-15 03:36:02,-4.56,152.818,58.7,5.7
2013-05-16 05:57:01,-57.511,-6.799,10.1,5.6
2013-05-17 06:43:16,-11.066,165.08,7.0,5.7
2013-05-18 04:05:43,-53.072,22.073,10.0,5.6
2013-05-18 05:48:00,37.739,141.471,39.0,6.0
2013-05-18 10:03:16,26.606,57.785,15.0,5.5
2013-05-19 18:44:11,52.34,160.065,18.0,6.1
2013-05-20 00:13:17,52.254,160.268,35.0,5.5
2013-05-20 09:49:04,-44.866,-80.746,10.0,6.4
2013-05-21 01:55:08,52.52,160.362,30.0,6.0
2013-05-21 03:05:51,52.394,160.294,11.4,5.9
2013-05-21 03:08:17,52.495,160.142,7.6,5.7
2013-05-21 04:59:35,52.346,160.063,17.8,5.7
2013-05-21 05:43:21,52.281,160.072,30.0,6.1
2013-05-21 14:51:20,52.589,160.636,37.4,5.5
2013-05-21 23:02:45,-13.787,-72.263,92.0,5.8
2013-05-23 17:19:05,-23.009,-177.232,173.7,7.4
2013-05-23 21:07:46,-20.578,-175.759,150.0,6.3
2013-05-24 01:10:01,-54.478,158.939,10.0,5.6
2013-05-24 03:47:08,40.1918,-121.0595,9.7,5.7
2013-05-24 05:44:49,54.892,153.221,598.1,8.3
2013-05-24 06:03:08,53.026,152.995,514.3,5.5
2013-05-24 11:10:49,-24.335,-174.922,10.0,5.9
2013-05-24 14:56:31,52.235,151.444,624.0,6.7
2013-05-25 10:32:55,-7.51,127.916,100.0,5.5
2013-05-26 06:08:16,39.956,67.314,18.0,5.7
2013-05-27 03:36:30,14.553,53.892,10.3,5.9
2013-05-27 09:41:15,9.416,-82.638,9.2,5.7
2013-05-27 11:06:08,-54.222,-135.819,10.0,5.6
2013-06-01 01:34:15,-23.061,-177.185,185.4,5.5
2013-06-01 14:10:07,7.275,124.898,10.0,5.6
2013-06-01 17:32:50,-7.034,155.913,56.1,5.5
2013-06-02 05:43:03,23.789,121.141,17.0,6.2
2013-06-02 20:08:27,7.282,124.928,10.0,5.5
2013-06-04 11:00:09,45.379,150.919,23.6,5.5
2013-06-05 04:47:26,-11.401,166.299,39.0,6.1
2013-06-07 12:54:09,-23.888,179.085,546.0,5.9
2013-06-07 16:38:03,24.098,122.671,33.0,5.8
2013-06-07 20:13:13,-43.754,-16.182,7.2,5.6
2013-06-08 02:11:57,10.644,126.792,29.2,5.5
2013-06-08 12:25:09,-22.588,-66.691,215.0,5.6
2013-06-13 13:24:45,26.533,128.886,20.0,5.6
2013-06-13 16:47:23,-10.004,107.236,9.0,6.7
2013-06-15 11:20:36,-33.853,179.402,195.0,6.0
2013-06-15 16:11:03,34.4,25.02,10.0,6.2
2013-06-15 17:34:28,11.763,-86.926,30.0,6.5
2013-06-16 02:51:36,-56.28,-27.443,91.2,5.5
2013-06-16 05:19:00,18.155,-99.203,52.0,5.8
2013-06-16 13:31:35,-58.348,158.158,10.0,5.7
2013-06-16 21:39:06,34.347,25.159,19.0,6.0
2013-06-17 11:21:42,-36.525,52.413,9.3,5.6
2013-06-18 23:02:10,54.263,86.173,9.9,5.6
2013-06-19 06:52:38,-3.766,151.4,10.0,5.5
2013-06-24 08:01:39,-6.453,148.684,10.0,5.7
2013-06-24 09:55:45,-6.446,148.576,28.9,5.7
2013-06-24 22:04:13,10.701,-42.594,10.0,6.6
